original_contract_address,gas_original,gas_reexecute,deploy_time,total_number_re_execution,success_re_execution,re_execution_time,function_count,source_code_length,patch_time,bytecode_size,increased_bytecode_size,re_execution_time_original,re_execution_time_patched,total_gas_original,total_gas_re_execute
0x2b087a3749dad3393515bb995c3233b2a9336734,42683,66249,241,187,187,868,30,580,1.106262207,4755,288,0,0,0,0
0x3F4E873B673265db30a3b9F02A4a8eb46F88415c,56822,78455,241,27,27,123,58,534,1.145839691,9602,291,0,0,0,0
0x3eb57f86762592263d3ed4c1692455fa049ea2b0,35909,60120,241,5,5,51,30,639,1.218795776,9748,256,0,0,0,0
0x3D9eFf90694c772c113175Da06DD828bf23b6CbD,43017,62860,241,38,38,190,31,598,1.283168793,5071,312,0,0,0,0
0x036618a94cc7b4fdc7412a670e9e9ee0fad0e097,58483,70992,241,15,15,75,38,704,1.342773438,5337,257,0,0,0,0
0x4ec52acb61c4665dcf50be309f860afa2cfa92ca,43597,66765,241,10,10,62,56,713,1.359939575,11396,452,0,0,0,0
0x4cfe39864b085fbddd4e52d4a34df6dd8daf32fb,74527,104957,241,104,104,367,23,449,1.391649246,7604,356,0,0,0,0
0x2bcC8dd5542D84bb5506a00aeb31717176E0630A,48009,75412,241,28,28,158,64,880,1.678466797,8038,599,0,0,0,0
0x2c6e697c246a55dd2531ce9ed70088df26379082,45152,52303,241,209,209,904,34,1188,1.982688904,7039,203,0,0,0,0
0x3d36283b92a560aacfb9fe77f1992b13c108818d,36981,58741,241,4,4,30,46,654,2.02703476,5686,232,0,0,0,0
0x4edda85dc7fce71d2842e8a00ad793e20fb4ab0a,45223,64758,241,172,172,783,62,1350,2.253055573,7517,419,0,0,0,0
0x4E73E5e3b982d5986EC4EB840C20e275937AD30B,41072,68069,241,55,55,222,58,1331,2.856016159,7582,472,0,0,0,0
0x02db06eec8aab4b4de2ffe5ff1f6def296710915,47453,60080,241,45,45,245,67,1393,2.989053726,8209,496,0,0,0,0
0x4f6da642d62d14185f41a60c819603e86cecaa89,46162,54435,241,10,10,62,62,1605,3.443956375,8241,376,0,0,0,0
0x3d5f3ba616b2c028cb54cdced2baa82de49c1538,43937,72807,241,16,16,78,62,1588,4.921913147,11360,419,0,0,0,0
0x0467672615fa1eF1033E17cAC3331490521B2FAb,46341,58091,242,154,154,639,67,26,0.05578994751,7912,532,0,0,0,0
0x2BeF4Db79674c15d448C528565E0c9a6Bd7Ad30e,45496,58046,242,17,17,93,30,594,0.1113753319,4766,352,0,0,0,0
0x3e5ac3d3ab6e2db5ff467e40070daedce0ee1482,26509,41026,242,6,6,31,6,304,0.5798339844,1940,38,0,0,0,0
0x3eabDbB37b4bf3D05718CCc448ec8D24a76aEc0C,45751,65192,242,117,117,409,22,324,0.617980957,2001,208,0,0,0,0
0x04174AB0fe9D2B8A3D8d743DC0E47d330Bd30cDD,43574,65825,242,6,6,126,22,323,0.6930828094,4279,208,0,0,0,0
0x3e97c1a1e1f473252e3358f6a56fff2c0e48ce63,47216,60552,242,7,7,56,18,369,0.7917881012,6542,239,0,0,0,0
0x4d0be4c5a79bbcac8769550f818d26bd28b41fc4,242699,288563,242,15,15,67,18,369,0.7917881012,6543,186,0,0,0,0
0x3c12443570f0a79ed6d6fa859786d059e3e3076a,46458,51103,242,1,1,6,17,390,0.8368492126,2863,128,0,0,0,0
0x3e2e5343e3ab0965fd79841ffdfe2d77a81e7af2,46111,72995,242,22,22,108,30,429,0.9205341339,4273,136,0,0,0,0
0x2e71b0d856f1e9e9a841d08586552f1cb13c8eba,45563,60637,242,131,131,524,30,583,0.9729862213,4795,352,0,0,0,0
0x3d52093dd7585FAfda9E7428196081522286dFFb,140631,168990,242,28,28,146,16,489,1.049280167,3056,88,0,0,0,0
0x4f16ca2c5a64f649d4f0a78d9a72922492453643,46852,77756,242,82,82,407,22,561,1.070022583,3155,302,0,0,0,0
0x3FBB84fa343c0F9d4e9e6aA811F519FeF1D0917e,55784,83940,242,7,7,52,49,610,1.163482666,7767,368,0,0,0,0
0x2bc55c205ee1e412f711efa4492247e00707905a,46360,51430,242,14,14,68,46,629,1.19972229,5423,322,0,0,0,0
0x3fc24f3C2349A33D4f61Fd5174455df0E6cf74Ff,45875,64431,242,17,17,97,30,581,1.24669075,5615,352,0,0,0,0
0x2ee3f013e4196d69f6f2b9b11d02588c69af9b4a,69240,81831,242,185,185,836,18,406,1.25837326,4276,230,0,0,0,0
0x2Af2A17835e9b7805D54f79B7b4522c561F56188,52661,65658,242,3,3,13,30,588,1.261711121,7528,320,0,0,0,0
0x2e98a6804e4b6c832ed0ca876a943abd3400b224,49511,64732,242,916,916,4157,23,665,1.268386841,4037,257,0,0,0,0
0x3F892E886519107109d37F9FABD8D8C98CFA456a,43978,63938,242,24,24,123,30,595,1.276731491,7552,256,0,0,0,0
0x2c61c057c4d599f21d11533d321c1d3e25d16afc,49845,64948,242,9,9,41,28,687,1.965522766,3588,137,0,0,0,0
0x4c2f9163017ea14b26812404caf8929a852d54c9,59688,72716,242,211,211,1173,59,1315,2.194643021,7907,480,0,0,0,0
0x2ab0b5adee5793a49f8784a245a69e56a7f22383,40998,64893,242,9,9,54,60,1338,2.552032471,7694,417,0,0,0,0
0x3fb1b722bfde9e976e64ca6bc876a2cd7aee43cc,45432,68523,242,48,48,300,58,1339,2.553939819,7644,582,0,0,0,0
0x037A962b0aA14C9fe9d06373879997480868c2be,46143,61546,242,4,4,29,55,1247,2.675771713,7814,448,0,0,0,0
0x3c374c75c1596b5c4423e1c489668154bae03096,47870,59230,242,181,181,825,90,1513,3.246545792,10559,782,0,0,0,0
0x2Be59Db3A6030aC65cD3D286a4d7A122264f628a,47403,73809,242,996,996,4742,62,1606,3.446102142,11356,333,0,0,0,0
0x2bde6edff9304ead741ff7f4e0a1a636135cba2c,223821,270972,242,280,280,1044,47,1980,3.776550293,14151,464,0,0,0,0
0x2B77009F05E7f5e7710B17D71d6DbF299B4Cc088,46421,61936,242,73,73,344,22,668,4.140853882,4212,186,0,0,0,0
0x4f366dc5b830a0301d3dfec427cb440c801017e7,41943,55416,242,8,8,65,62,1598,4.190921783,7322,410,0,0,0,0
0x2ae01b6e3eba1d7f602b18e9eb14597ccd8344b2,51622,79198,242,6,6,33,30,582,4.301548004,7559,320,0,0,0,0
0x0f91b9accca2838dbeee53f3aa555d426ad16f29,32497,50426,243,999,999,7062,2,19,0.05888938904,7610,37,0,0,0,0
0x2a469Ab04449191618eF89C0f4f17A72d97c5728,50837,82982,243,42,42,209,20,312,0.07568264008,3748,128,0,0,0,0
0x3f8fc6758e0ad014ee426565a6383969b22d9e37,756267,850500,243,12,12,64,5,60,0.1001358032,810,39,0,0,0,0
0x3ffAdAB7E92e101F9Ae6D0Ae06Db6aef16dA1c58,47132,76563,243,552,552,2543,62,57,0.1087188721,6869,410,0,0,0,0
0x2a79aeacff254ada9472c0b03771c04b628414d4,63362,77910,243,172,172,792,21,566,0.1160676479,6879,256,0,0,0,0
0x3DC9C91cAB92E5806250E2f5cabe711ad79296ea,164927,185411,243,966,966,4000,51,71,0.1354217529,7084,257,0,0,0,0
0x2b7460B5Bf0340Ff0627a68F99F0bc1cf1A2c648,45832,51844,243,13,13,66,30,594,0.1553993225,7524,288,0,0,0,0
0x2c2f77d3ac0192e596e583ca12602cc5139ad0bd,70936,85138,243,110,110,547,26,346,0.659942627,7655,262,0,0,0,0
0x3f48830867120a7223b237d03f67a766642d4fa1,110280,122144,243,49,49,237,20,370,0.7057189941,6513,232,0,0,0,0
0x03a1d96556b57df00a6cf37e1e122ada2d1eed8c,127419,166870,243,34,34,157,17,381,0.7266998291,6039,262,0,0,0,0
0x3c58f32af5db7851f1a8f799b33c13fa9963bc26,49769,68377,243,15,15,78,17,384,0.732421875,4274,221,0,0,0,0
0x3eca98189e25fe39f2b2a5d67546b877917016ef,126958,151663,243,39,39,182,17,372,0.7982254028,4294,262,0,0,0,0
0x4d74ebe9e634c06e233c5647a866cab3af8c4eb7,574221,637874,243,6,6,53,17,373,0.80037117,4277,200,0,0,0,0
0x3e4f1022cd2c334cc72487eb002c97afd3125530,443474,509135,243,7,7,50,17,376,0.8068084717,3896,232,0,0,0,0
0x3d6486c9e0d2cdf6dafa60f3f828f7cc45526bb6,365171,418206,243,9,9,55,20,384,0.8239746094,4555,302,0,0,0,0
0x2ebb30c4bd40ed2ae684ba684e36bad9f83242e9,167737,205794,243,25,25,153,18,386,0.8282661438,6537,272,0,0,0,0
0x2a1eab393ed0c4e2eea17e56e8cbf34e33651cfc,187519,228292,243,21,21,91,21,405,0.8690357208,4514,292,0,0,0,0
0x2dc8d95618f60e89374095d2ea8b0c30e6833349,231464,256459,243,15,15,74,16,310,0.8869171143,5789,144,0,0,0,0
0x4cedda6b5ccf9ee12c8f47fb0fcb82f5d5d72ed8,52602,57930,243,88,88,431,19,552,1.052856445,4694,184,0,0,0,0
0x2BC63868333CD82885f468dF60616b40A38B349f,48544,56949,243,36,36,158,48,504,1.081466675,6280,437,0,0,0,0
0x4e7ca49d65a3ca25b5fdebc630082936bade43a7,45134,74522,243,32,32,123,30,576,1.098632813,4806,320,0,0,0,0
0x0432fbC9708aD849321Aa0EfD6e896Ef8aE38fc1,41532,60187,243,16,16,70,30,583,1.111984253,7519,256,0,0,0,0
0x4dA18d0733aFCc7bde99116Ca686ea41aa62494f,44075,72273,243,12,12,80,31,596,1.136779785,4884,382,0,0,0,0
0x2a964906259725a28eeb0a7bfd39f0b86a140ad2,45701,72444,243,34,34,186,44,541,1.160860062,6769,277,0,0,0,0
0x4d469aa678e1acdd90317450b51cfe8720195ea9,45697,52972,243,108,108,449,30,584,1.253128052,4776,320,0,0,0,0
0x3fff898b53b81060d9e96a71b3c01a8acbee2086,46179,73486,243,169,169,668,48,662,1.262664795,7033,512,0,0,0,0
0x2f7aD1393bF9F131915801150784bAE54cC3269a,45424,57941,243,25,25,142,31,595,1.276731491,4904,312,0,0,0,0
0x2E4801504583D27108794D113a3A577221F3f831,95722,124280,243,64,64,332,25,468,1.450538635,9590,280,0,0,0,0
0x3d8757356e2d5696c2ff27d892e455515b7e4cec,54394,82155,243,147,147,761,55,686,1.471996307,6509,482,0,0,0,0
0x2a6FCD3D9dF073C8591A7A9F3EeE65435959720c,53299,66494,243,404,404,1664,45,817,1.558303833,7567,488,0,0,0,0
0x2f057e223508cc5ef5c264ed26de8e306180edb6,57049,82262,243,21,21,154,31,596,1.705169678,5100,270,0,0,0,0
0x3ee5b9f49142c2fe831d479660042b7174fc0295,45730,52826,243,80,80,408,25,1132,2.159118652,5649,168,0,0,0,0
0x3fccc9a20b00e9e244dabee78a5d67e595641a90,50274,62085,243,55,55,225,22,1025,2.199411392,3788,172,0,0,0,0
0x4d73a95bc22ee1ee34e4910d7869bb9b8e284fa7,45972,72432,243,162,162,708,25,1185,2.26020813,5648,151,0,0,0,0
0x2c14b5c8fe4caab97d4032137ca04ef3934b8f6e,63065,87072,243,43,43,213,53,1243,2.370834351,8036,527,0,0,0,0
0x3e906729b9bd21b3742ad6b797bf2c1b9abb6177,46272,70277,243,195,195,715,62,1440,2.403259277,9793,512,0,0,0,0
0x042b2001519785ed49fa4ba99ac824b71a21ea76,46951,58036,243,42,42,184,54,1149,2.465486526,9895,412,0,0,0,0
0x4e9ff1160fd1ac0fcccd0e38c3f82c2c2639345b,46820,72220,243,10,10,58,62,1326,2.529144287,7523,333,0,0,0,0
0x2aafc333b8b0ceedf4c37de73871f4acb16f203b,42442,57615,243,25,25,101,60,1446,2.758026123,7034,338,0,0,0,0
0x2d04aaa6db27d4d8e033443767f1e12fb0aad806,46539,62677,243,21,21,114,31,1345,2.8860569,10325,428,0,0,0,0
0x02f2653bab26b56e2be3afea61769000cc62985f,48163,63350,243,17,17,77,68,1377,2.954721451,8447,522,0,0,0,0
0x031f642fd2D741A08CA4A44dCf5fDf70F174a551,44498,57253,243,44,44,164,62,1598,3.047943115,7314,33,0,0,0,0
0x2E1319C66D440b44AFD174434b6fff5b2e4260cb,38758,47245,243,4,4,23,31,594,3.682136536,5093,338,0,0,0,0
0x03577779e55FB23a0ED356B68e6f83237A7B0270,38925,68464,243,22,22,127,12,285,15.62833786,5095,113,0,0,0,0
0x3ED24c63E10009Bc0Dbe39710fB51d36BD22EAb1,509115,570249,244,6,6,45,22,380,0.07361125946,4393,216,0,0,0,0
0x2A1379e8DE3563428b6fe08A6aEF8b51C8fe0Aa8,45812,71158,244,35,35,152,39,427,0.07403540611,4353,136,0,0,0,0
0x2c2ff358014B72F28b77d64CB8d13F07f151E862,69832,82334,244,907,906,3927,24,41,0.07820129395,2327,160,0,0,0,0
0x2c160e4FAFcf1d6A24Fc1EB6c010e5d93f5CDc02,741136,824940,244,4,4,25,18,371,0.0828666687,4205,221,0,0,0,0
0x3fae52f53435438E1499841d0cC89678c11742A8,48722,56616,244,345,345,1245,55,62,0.1182556152,11289,599,0,0,0,0
0x030759c1e1ad93478d5c46ba34b3a9611363ee7a,45046,64305,244,63,63,288,62,1339,0.4330091476,7511,376,0,0,0,0
0x4e86fdddc988cf52c9b44b1a07f343f3bce63a1f,45975,61089,244,29,29,122,21,287,0.5474090576,3446,152,0,0,0,0
0x2ba4ba55d83bd8af7864183c6f583f6cd8e0cf79,44771,56592,244,6,6,36,23,315,0.6759166718,3253,158,0,0,0,0
0x3E2e6899b46E720c7c62a33E67C6F0cb5C0F253D,77746,104058,244,97,97,470,16,370,0.7057189941,3449,192,0,0,0,0
0x3f5be64164b7b318df2a7fbccb5b1d39e952feff,58623,82002,244,224,224,1113,19,371,0.7076263428,4050,262,0,0,0,0
0x2E732AF1631c5711297E9519b4Dd7f2d8F303B45,351257,389349,244,9,9,50,19,382,0.7286071777,4398,216,0,0,0,0
0x2e0cbc8c53d1b79fa4b208504ca58fe8441b9817,32825,53851,244,3,3,28,20,401,0.7648468018,6951,256,0,0,0,0
0x3c7fd536b0b6ac1eaab4653712e255a461c56bfb,36387,65206,244,31,31,181,21,410,0.7820129395,2944,122,0,0,0,0
0x03c7f121ea12ae9628d592b34e3c094c866b1ccd,745570,837336,244,4,3,11,18,372,0.7982254028,6603,200,0,0,0,0
0x049774342e231d1eab5284bb792b8ae3733d53b5,305189,359961,244,11,11,52,20,375,0.8046627045,6891,312,0,0,0,0
0x2d23195d2b8707c171175c760bfaebd6f61e1472,75429,92949,244,96,96,400,18,375,0.8046627045,6990,193,0,0,0,0
0x4f58f30e5d49afcb03750e0494bbecf642b11fde,291321,332275,244,13,13,77,17,382,0.819683075,4290,200,0,0,0,0
0x0387959a7dc0fd562bf62d49597f1a657406bd38,48279,58172,244,163,163,708,35,383,0.8218288422,4397,311,0,0,0,0
0x2dCf61B17D4d68b63253f714DFd8eE4279BC8450,248215,291879,244,14,14,62,18,386,0.8282661438,4246,242,0,0,0,0
0x2ab83d2764358ce513529c5b066979e27a2bb770,115120,134087,244,40,40,148,18,390,0.8368492126,4210,200,0,0,0,0
0x3e6966c794d1348b785cbabe1241695a81023c0a,66094,80744,244,137,137,589,23,411,0.8819103241,4692,248,0,0,0,0
0x3da21F000f777CE3C403c1c2C7c4458d759a764b,46506,52694,244,11,11,75,45,466,0.8888244629,5603,293,0,0,0,0
0x3f9cbC9c588B7d3cC0b09Ca4CE127Ea680615420,45600,67413,244,75,75,333,30,598,1.140594482,5731,256,0,0,0,0
0x2a58Edb95dF8dD47e45c2277899ce8F7e3871301,50442,77490,244,10,10,63,52,743,1.24001503,9496,362,0,0,0,0
0x03b8a6bebb4ab46363b0dbbc4048db364072bf95,47031,71739,244,244,244,1225,30,587,1.259565353,7551,320,0,0,0,0
0x02a7a0898c168d62f80d326893f968f7ab1ec0f4,50971,72677,244,6,6,40,30,588,1.261711121,4810,256,0,0,0,0
0x4Cf7B805073F194a4B3e6f40869330994C52355e,46641,53022,244,111,111,529,30,592,1.270294189,7549,352,0,0,0,0
0x2F91cDbb6622406e299a1404B97aCBeA6F5E0327,46877,58714,244,29,29,141,28,697,1.329421997,3467,192,0,0,0,0
0x2D4De6267ea287cd10C555dCe7bE75feC0196C0e,34078,42262,244,9,9,42,29,653,1.401185989,4835,352,0,0,0,0
0x043eb79768090c762021c63422b7d48e0f51f943,41022,65509,244,6,6,29,30,593,1.837968826,4837,288,0,0,0,0
0x3c44f610b17849993000ea87ab5aecc4c2512ffa,96247,114523,244,2,2,15,46,981,1.871109009,7429,554,0,0,0,0
0x2a95859780c8103059b62e417cc8532348fc7889,46235,52467,244,106,106,505,50,1023,2.195119858,9251,221,0,0,0,0
0x3eeb174ab6bb1ff5681192916a677e9984760c94,44915,70886,244,9,9,57,42,1092,2.343177795,7423,230,0,0,0,0
0x2b6defb9ef1def7bc69a2e83f43e089d37b915d1,46051,64755,244,77,77,338,53,1294,2.468109131,10562,401,0,0,0,0
0x4eef2e69ae7fcff38395257d1ed30aa49aaf6e9b,46291,52703,244,27,27,123,51,1265,2.714395523,10265,422,0,0,0,0
0x4dd0cabb6c0e7f76faec0011e20e06345204db8b,45721,53147,244,68,68,350,59,1423,3.053426743,9090,368,0,0,0,0
0x2afabe5192ee4dc658a4ea7a331bab77fd73a3eb,46568,58942,244,6,6,30,56,1488,3.192901611,10203,432,0,0,0,0
0x2b98b98a19221f863a7465263b593c86c1484df0,44870,69340,244,49,49,218,34,1010,4.334449768,7911,151,0,0,0,0
0x2ba0a03c3141b578a49c125eff13aaf19d0c05a5,45976,74958,244,58,58,241,62,1598,4.952907562,7333,38,0,0,0,0
0x037dba50990aea1a7cb7b56f812a6eedd11e3c30,45289,62133,244,50,50,247,42,1076,19.50691223,7147,230,0,0,0,0
0x4ce7be38290b4d937910ff154f837b811c9c2bff,45394,72329,245,77,77,387,25,220,0.03763103485,4326,104,0,0,0,0
0x4e1f361d7849EED0cb764EC26b625DF877B893eF,45545,68732,245,73,73,334,62,27,0.05149841309,7957,376,0,0,0,0
0x4ec410180Bf0987Bec4d803b3e6381cFb218CBc1,61728,74354,245,197,197,962,21,26,0.05578994751,4140,167,0,0,0,0
0x2fc040ad03aeAB046fd2F52232EC81a820378BF7,212534,235812,245,16,16,79,22,312,0.07375717163,4246,176,0,0,0,0
0x4e5831566cd4e6c92c4954522c1dd784e9b29f79,49064,55991,245,42,42,191,29,597,0.1059114933,4496,311,0,0,0,0
0x02caceb4bfc2669156b2eb3b4d590e7ac10a4e73,145405,167013,245,985,606,2847,3,53,0.1137256622,436,41,0,0,0,0
0x2bAc9284fDe12b03450c2c43Ba313BF17964a2eB,45468,68936,245,131,131,475,25,543,0.1167368889,4153,257,0,0,0,0
0x02aCdd8c4C9A9792CeB66462aBE3c0FC08113205,46220,70018,245,9,9,54,21,300,0.6437301636,3503,179,0,0,0,0
0x4EFE162513832154f53F88D6bc7c1eD9379315bc,215020,254171,245,16,16,82,20,318,0.6823539734,5787,167,0,0,0,0
0x3F4820bbC79A956db13dAb8645fA1Ca7e83bB2a7,43808,63265,245,14,14,88,22,328,0.7038116455,4310,230,0,0,0,0
0x029EA712e7c77346f301D05B7807840AE6b24138,53500,71851,245,398,398,1782,23,345,0.7402896881,4495,203,0,0,0,0
0x3e9fb2c70f718f9b5b2c4d661005399e710e078f,86733,108755,245,78,78,395,18,380,0.8153915405,6542,200,0,0,0,0
0x022BBE434dbDCbfb07ef17226c9C651e59f3fffa,45759,61178,245,99,99,400,28,583,1.111984253,4669,311,0,0,0,0
0x4c1f7d1aece41fd5b9a63708e96c9097d40e160a,40461,50699,245,5,5,34,30,584,1.113891602,4797,329,0,0,0,0
0x4de834fb2e97250ef5a072106399c1f6f5bd8079,37685,49282,245,2,2,9,30,600,1.14440918,4797,352,0,0,0,0
0x3F989311116FD486B847275F9445788ce98D0270,42222,55341,245,7,7,44,30,595,1.276731491,4789,256,0,0,0,0
0x2e47e271b57f571e88b1c69dc326943b1f47ede9,41830,50909,245,13,13,61,29,599,1.28531456,4814,288,0,0,0,0
0x2a77Eaaac1E6f66583073472A3E42b682d690c24,72238,92564,245,6,6,42,64,1024,1.953125,7359,462,0,0,0,0
0x0333bd026de5864f44d2a79cb62a5c5d18e0246a,46655,75017,245,148,148,571,42,1062,2.025604248,7368,186,0,0,0,0
0x4cc2f21294e8696158b09a5ee8ea1fed9ddff293,45433,67460,245,95,95,475,62,1605,3.061294556,7311,452,0,0,0,0
0x04c15a311338ce1344a72196d9eb43d573423b99,45724,63315,245,343,343,1089,62,1605,3.061294556,7316,410,0,0,0,0
0x2E7d719941Edd6A904F94350843514D494A024f2,46789,55085,245,20,20,95,62,1606,3.063201904,7442,326,0,0,0,0
0x4cfd73ad9d998d3cff3418c588059161d1c11028,45138,73458,245,28,28,178,56,1508,3.235816956,6500,422,0,0,0,0
0x2AFE947dA357679AE3E7D3B54bab4FA904d21c65,54887,81657,245,633,633,2475,65,1511,3.242254257,10588,792,0,0,0,0
0x2C5574E207C7e197bf2CA28A10214B9B5Fc91e43,44876,54502,245,59,59,287,42,1065,3.300905228,7376,208,0,0,0,0
0x3e5ee512CE763Cea792Ec92D207f2070264b4526,45616,67478,245,69,69,240,42,1712,3.673553467,5876,216,0,0,0,0
0x3ef76C80Bf582F1A7EC2999b61DB7FCC6A512078,46503,73362,246,160,160,744,25,26,0.05578994751,5908,131,0,0,0,0
0x2cc995bce8644e4809f43c6e8b3cbd611bcebbb5,62530,80855,246,37,37,171,28,403,0.1051211357,7492,304,0,0,0,0
0x3D0Ee4b1AEb4Ba65b4e98bCA8008Fc3b341395E2,45291,53891,246,106,106,403,43,673,0.1560692787,4277,172,0,0,0,0
0x4E51614b9C95B6837302F1586908Efa098719C39,51178,58013,246,59,59,277,63,1332,0.2868115902,7642,340,0,0,0,0
0x3ef9627119b12c985316cb192d7409308c89f2a9,44407,60640,246,21,21,103,14,240,0.4577636719,2363,95,0,0,0,0
0x0287a37102c19125637e439c9377c5a4a769f2e9,45814,72172,246,522,522,2129,22,320,0.6103515625,4288,252,0,0,0,0
0x3f0409869c297AF871bf2004D8731f60969FB70C,958716,1069372,246,3,3,14,23,346,0.659942627,4505,184,0,0,0,0
0x4E22e172F2a5ec2d62a787Ea42536bBaeCcA0b98,46948,69536,246,243,243,1200,21,312,0.6694793701,4576,130,0,0,0,0
0x2C587d9C93e308456d5D0887ba9B219DE44F71C5,197138,232198,246,21,21,112,20,392,0.7476806641,6640,200,0,0,0,0
0x3e33f1d55812de5529028706ac060517b1bfaf72,747879,829240,246,4,4,29,17,394,0.7514953613,4087,242,0,0,0,0
0x3fbd42443ba53ce6de62a6a95e2f8fc558dc866d,117571,130518,246,45,45,182,20,394,0.7514953613,6950,228,0,0,0,0
0x2AB8e5c2579C07FCd874649099be3D9530721DFB,48179,60210,246,655,655,3091,24,357,0.7660388947,6870,230,0,0,0,0
0x3da9799f3e25ad5f185438b7907ee9b6d96deef6,107139,128546,246,50,50,278,21,371,0.7960796356,5196,172,0,0,0,0
0x2e0952c9a5822d5980e4fcf8126fd92257509837,37516,48052,246,2,2,15,22,323,0.9241104126,4282,186,0,0,0,0
0x0245613f95db040a6CF250095aD375B2433e3eAd,46218,69240,246,36,36,216,37,540,1.029968262,5590,412,0,0,0,0
0x2c1b5572c991aa5a8df8552af0a9b4cb75492d5a,46238,52299,246,295,295,1438,22,550,1.049041748,3798,275,0,0,0,0
0x4D4C82d1419449cD15af5BBFaa67a0Db962DF32F,45179,64368,246,65,65,281,23,569,1.085281372,3834,221,0,0,0,0
0x4cB205C5C5C4c80D258967B954b13261E25E327d,127500,160526,246,35,35,173,15,368,1.140594482,3364,122,0,0,0,0
0x021F2971bA8e1D4949B11eBB4Ac714a7E6cb48d5,40323,66646,246,9,9,68,30,610,1.163482666,4864,256,0,0,0,0
0x0365bb79840fc3daeefb10f750b57bd671f19a18,48566,67630,246,103,103,518,66,613,1.169204712,6671,432,0,0,0,0
0x4e8c1fcd64a33a5a0608672c123a0992031b8869,84308,97395,246,74,74,378,18,386,1.19638443,6675,242,0,0,0,0
0x2a0Ee72204b36e17007c4B7d535213e88a61071C,62823,82695,246,140,140,530,29,583,1.250982285,7451,288,0,0,0,0
0x2f1f661469Ce858E0D224162f84B1e08D4162EA1,46855,57202,246,210,210,993,30,586,1.257419586,7529,320,0,0,0,0
0x2f7D6BA866b01841f38B2e05d04BF27c4dAd0871,41974,53349,246,13,13,87,27,597,1.281023026,6942,320,0,0,0,0
0x3E1C816743cBF261A16f283e83cF4d4948C09Be8,46012,51438,246,120,120,614,30,597,1.281023026,7546,288,0,0,0,0
0x4e97a4e6cb04563c9080458a4f2ac78606e0128d,55413,65575,246,10,10,87,36,692,1.319885254,7594,240,0,0,0,0
0x3f506e05af2bb02260769d4416a10ed3ec5a4106,45835,62177,246,105,105,546,34,891,1.699447632,5110,221,0,0,0,0
0x3E3e229FdE4261C7fd1628947F187fbb95cc144e,67725,82953,246,94,94,389,61,806,1.729488373,8675,602,0,0,0,0
0x4cD53a812c12a8d2c1F38c1056b553bC0159f69D,46592,51251,246,1,1,11,24,899,1.929044724,2997,140,0,0,0,0
0x2cd4be8d4cde4d3ed5d53607991fd82770968024,336414,343661,246,31,31,174,27,1091,2.080917358,4933,185,0,0,0,0
0x04974aa8489d3633aa7b6c05f3c5991292cbee44,50922,61320,246,97,97,395,52,974,2.089977264,7644,536,0,0,0,0
0x2Aeb103AaeeA3fE8a2b63B6753c917Fa54C6Eb20,55554,68375,246,74,74,357,52,1283,2.447128296,10879,422,0,0,0,0
0x045D12e2A529C1Fd51d0BF747Adcb8c405b2B2Aa,48472,56586,246,11,11,50,43,963,2.525568008,7486,480,0,0,0,0
0x2a2eaba47558c410363d2fec172bddac82f530cb,38901,50673,246,7,7,35,55,1239,2.658605576,8170,500,0,0,0,0
0x2df581aba53f2576e7d3a248c38c827a958a7c46,47291,63561,246,16,16,72,76,967,2.766609192,8361,652,0,0,0,0
0x4f1c942ca0494a025e59dcf47c40f3d359e639d1,47906,63852,246,6,6,40,62,1608,3.067016602,11369,472,0,0,0,0
0x2c33b28527a63cdf13c0b24ce4cf5bf9c9fb3bc6,51472,58474,246,996,996,3343,65,1508,3.235816956,10002,640,0,0,0,0
0x2eecb4C525905d42a50D7aE8E68d374f0811Df6f,46450,74285,246,26,26,134,62,1619,12.73798943,7322,368,0,0,0,0
0x3cb07f56c59791293a7040eb6fa2fef922bacda6,45684,63285,247,64,64,333,23,1,0.001907348633,4468,160,0,0,0,0
0x4c9d4f9d552f2ea06e6724b71ccbd74f0a399a2f,63924,82856,247,21,21,94,34,26,0.04959106445,6917,352,0,0,0,0
0x2daE86516ccba35f855F2F9Abc1AF89Bf643a53c,37040,62070,247,7,7,44,62,26,0.05578994751,7321,419,0,0,0,0
0x3ffE37f1E181D3d5b0DCA3c91795482CDe478d9E,30878,33965,247,1,1,13,7,36,0.07724761963,1910,52,0,0,0,0
0x3e5f6BEEB344f4ce8CD16cce162D5b251D9CD3CD,488162,540201,247,12,12,76,14,45,0.09655952454,1876,112,0,0,0,0
0x4fdb13ca7a45875b48ebec429d1c83e4e7b31e84,60808,84676,247,207,207,899,17,380,0.1110069752,1943,193,0,0,0,0
0x2a1da8bec54051d7bfb07b35ed94af4edef7c10a,47370,47370,247,7,7,49,17,167,0.3583431244,2184,152,0,0,0,0
0x0306d2ba9287652c2bb1b0fa8226da93fd5a1612,214753,214753,247,17,17,71,17,360,0.6008148193,4284,179,0,0,0,0
0x2c4ea3bdff1decf03fcd0d8d3425b1b451d15119,142003,142003,247,30,30,106,20,296,0.6351470947,6254,202,0,0,0,0
0x3cdafe5d47fcf190309062a40c472e25f60fa193,137981,137981,247,30,30,113,20,386,0.7362365723,6911,256,0,0,0,0
0x2ee73141e61b194e2e395e7a131c8128eca68693,42382,42382,247,4,4,18,20,388,0.7400512695,6946,256,0,0,0,0
